n#03277459	balanza_electrónica
n#06532910	ley_sobre_drogas
n#09668729	shoshone shoshoni
v#02235842	dar
n#05512835	uréter
n#11102674	Ken_Kesey
n#08400331	camada
n#11205375	Isaac_Newton
n#13250048	finca terreno
n#80000902	administrador_de_descargas gestor_de_descargas
n#00609953	profesión
n#04877264	constancia
n#00164801	decisión
n#07318618	apagón falla fallo
v#00884317	asegurar prometer
n#08335751	tribunal_superior
n#80000815	lenguaje_de_diseño
n#02229385	Gryllidae familia_Gryllidae
v#02400037	favorecer preferir
n#09908853	chófer
n#80000942	contrato_de_obras
n#12483282	yucca_elata árbol_jabón
a#01679459	orgánico
n#02003735	género_Jabiru
n#14481929	posibilidad
n#13853680	escala_móvil_salarial
n#11230977	Max_Ferdinand_Perutz Max_Perutz
v#01970826	descender
n#04683136	raya
n#07280754	motete
n#01238267	incorporación
a#02321009	fuerte
n#01218327	reserva
n#06158057	occidentalismo
a#00611047	tradicional
n#07609632	trufa trufa_de_chocolate
n#11090512	Bobby_Jones Jones Robert_Tyre_Jones
v#00750172	mandar
v#01952750	encaminar
n#10860589	William_Bradford
a#01930004	indiferente
n#06579452	programa_autoadaptable
n#10461424	fuerza poder
a#00894627	equilibrado
v#02469274	astillar
n#07099271	repetición
n#11022848	John_Haldane John_Scott_Haldane
n#14477877	fracaso
a#01375174	conocido sabido
n#07012534	frase línea
n#10898549	Joe_Clark
n#01112132	contrabando
n#00751529	deformación
n#07169480	encargo encomienda
n#11271094	James_Clark_Ross
v#01018645	contrademandar
n#00053913	retirada
v#02398956	celebrar laurear
a#01570892	natural
n#01479459	Myxinikela_siroka
n#01699537	Gavialis género_Gavialis
n#07976936	pareja
n#06604319	ambigüedad
n#11679779	óvulo_campilótropo
n#01670961	Gopherus género_Gopherus
a#02606182	advectivo
a#02152848	no_compartido
n#00962129	revuelta sublevación
n#04775562	inestabilidad
n#12137120	sorghum
n#03948041	piroxicam
n#14669084	borax
n#03720665	maquiladora
v#02597095	mezclarse
n#10524869	restaurador
n#00329227	corriente
v#01152214	apuntar
n#01070892	inhibición
a#01007354	infinito
v#00292672	destrozar
a#01517921	civil
v#01749394	litografiar
v#00827730	abogar apoyar predicar
v#00916520	gruñir zumbar
v#02356704	inundar
n#05157274	fuerza
n#01990627	Isopoda orden_Isopoda
n#11036405	Helen_Hayes
v#02181973	doblar
v#00909134	someterse_a
n#00447073	trineo
n#11364419	Andreas_Vesalius
n#06652242	norma prescripción regla
a#00578234	contradictorio
n#00607185	mecánica_de_coches
n#09710164	griego
n#14847810	ácido_oleoesteárico
n#10062385	epistemólogo
n#06786486	jeroglífico
n#05773049	argumentación argumento
n#07473441	victoria
n#03343853	arma arma_de_fuego
a#02914740	bacteriológico
n#13572226	uroquesia
n#13708855	unidad_monetaria_norcoreana
a#03023644	dialéctico
n#00931608	redacción
v#01994846	retroceder
n#01135529	vigilancia
v#01693138	hacer_a_carboncillo hacer_a_carbón
n#07448121	fiesta_de_cumpleaños
n#05950733	esperanza
n#11677259	estilo
a#00304144	furioso violento
r#00348911	gloriosamente
n#06406979	manuscrito
n#08686821	leo
n#10521662	periodista
n#10851282	Alfred_Binet
v#01439745	arrebatar chasquear pillar
n#14563784	iluminación
v#01099220	remilitarizar
n#08102402	genealogía árbol_familiar
a#01986926	irreconciliable
v#01699896	deletrear escribir
n#06166046	lógica_alética
v#02621395	constituir formar
n#13090594	barba
n#13340579	título_nominativo
n#14522265	calma
a#02643673	artiodáctilo
v#02320078	rebajar
a#02159293	ciego
a#01140896	torpe
n#05747495	prueba_de_fuego
n#11267113	John_D._Rockefeller John_Davison_Rockefeller
v#01352528	desatornillar
n#00768921	fake
n#01364008	género_Vibrio
n#06568422	DOS
n#13421095	valor_no_cotizado
n#13108841	conífera
v#02561995	cumplir hacer realizar
n#01786879	Pycnogonida orden_Pycnogonida
v#00465461	colimar
n#07463872	descenso
v#02088627	chocar moverse_ruidosamente
v#00371955	refrigerar
n#10269289	locum_tenens
n#00636461	examen prueba
v#01688114	trazar
n#14547188	aeronavegabilidad
n#11131135	Carl_Lewis
n#00428000	celebración festejo
n#01713170	coelophysis
n#01410847	Chlorococcales orden_Chlorococcales
n#02080291	Mirounga
n#02040113	Burhinus género_Burhinus
n#06402565	escritura_a_máquina
n#09087996	Dodge_City
n#01447658	rivulus
n#00021734	nutriente
n#01463259	capa estrato
a#01452593	fuerte
v#01387786	apretar comprimir
n#09463078	Salto_del_Tugela
n#02360643	Glaucomys género_Glaucomys
a#02343517	superior
n#02742663	puerta_de_llegada
v#01480149	capturar
v#01244178	fregar limpiar
v#01374587	derramar salpicar
n#02815389	abalorio adorno_de_cuentas
n#05499044	subtálamo
a#00492677	común
v#01332205	pegar
n#00091893	depuración_de_aguas
v#01177314	ser_interno
v#01383089	buscar_moras
v#00203866	agravar
n#03712729	calle_mayor
a#01198737	heterogéneo
n#05651068	léxico
n#09044862	Estados_Unidos
n#00697365	inyección
n#11441980	nube_de_polvo
n#01139490	por_la_iglesia
n#06877008	gesto seña
n#12532168	glycine_max
n#13262913	herencia patrimonio
n#13898315	proporción simetría
a#01665184	oral
v#00644066	sintetizar
n#12523850	cocobolo dalbergia_retusa granadillo
n#00582195	asistencia_social servicio_social
v#01868370	retorcer torcer
n#14556203	escotoma
n#02584325	Serrasalmus género_Serrasalmus
n#01569713	Icteria género_Icteria
n#03962852	cama_de_plataforma
n#02925385	cazadora
v#01002481	registrar
n#11902709	argemone
n#00283127	locomoción viaje
a#01905140	inmaculado
v#02545578	arriesgar
n#00923995	confección elaboración fabricación preparación
v#01318659	escrutar
n#12049134	calopogon género_calopogon
n#00807273	coordinación
n#12305986	fraxinus_texensis serbal_de_cazadores
n#02622130	Gempylus género_Gempylus
v#01792287	avergonzar
v#01233387	cubrir manchar
v#01158572	acabar agotar usar utilizar
n#13554800	operación_consecutiva operación_en_serie operación_secuencial operación_serial
v#01327816	amarrar enganchar engancharse liarse
a#01653538	cerrado
v#01045419	gemir protestar
a#01159907	inocente
n#03388043	fuente
v#02660819	concurrir
n#05767733	imagen representación
n#14001348	dependencia
v#02018265	embarcar
n#01624212	Otus_sunia autillo_oriental
a#00905905	halagador
v#02501278	juzgar
a#02884456	espinal
n#03055537	Torre_CN
a#01493636	dulce maduro
v#01789514	acosar acosar_sexualmente asediar atosigar fastidiar hostigar molestar_repetidamente perseguir plagar provocar
n#02018207	Fulica_Americana focha_americana focha_cenicienta fúlica_americana gallereta
a#02968325	europeo
n#09874014	cervecero
n#10541229	gobernador
v#01808769	rechazar
n#11333601	Deems_Taylor Joseph_Deems_Taylor Taylor
n#07485475	ansia
n#01358572	cyanobacteria
v#00107369	hacer
n#03934042	columna
v#02231661	contagiar transmitir
v#02652729	pasar_la_noche quedarse_a_dormir
n#01144046	preparación
n#02452014	Mickey_Mouse
n#00749767	traición
v#01282294	sacar vaciar
n#05144880	Jinetes_del_Apocalipsis
n#03676483	lápiz_labial
v#02118933	notar observar
v#00038365	desenmarañar desenredar peinar
n#05410131	glucagón
n#01582856	pica_pica_australianos
v#00938748	deconstruir
v#01246959	afilar_con_correa
n#14491625	afluencia riqueza
a#02835329	postmoderno
n#06346891	comentario leyenda pie_de_foto
n#07031276	primo
v#02603699	existir haber
a#01968721	bisemanal
n#00939452	composición
n#01736696	Haldea género_Haldea
n#05128219	espectro
n#05748786	contraste demarcación línea línea_divisoria
v#00507664	fosilizar
n#11190446	J._P._Morgan John_Pierpont_Morgan Morgan
n#13663694	unidad_monetaria_tailandesa
n#10861174	Anne_Bradstreet
n#05613962	astucia
a#01581305	excesivo
v#02223479	expulsar tirar
n#05840650	variante versión
n#06750339	oraculo
a#00127543	consecutivo
n#04853873	vicio
v#01924882	vacilar
n#06753030	conclusión
r#00201893	estúpidamente fatuamente
n#11136405	Andrew_Lloyd_Webber
a#00045888	mortal
n#02273545	Lepidoptera
n#01085793	partición repartición reparto
a#01933731	real
n#01326198	penacho
n#06362953	escrito escritura
a#01313649	solitario
n#11680995	placentación
n#02789487	barra
v#02383440	abandonar dejar
v#01257507	talar
n#11669921	flor
n#07959016	suma suma_total sumatorio total
n#10130447	chica
n#11134895	Joseph_Lister
n#03148727	cúpula
a#01874331	diletante
v#00784727	preguntar
n#06262567	celuloide cine film
n#00642446	colonoscopia
n#04845312	crueldad dureza
n#06386156	heróico metro_heróico verso_heróico
n#10778711	Agustino agustino
n#02653145	balistidae
n#03635032	lamasería monasterio_para_lamas
n#04868505	bombo exagerado_elogio hipocresía pesadez untuosidad
n#13531652	palingenesia
n#01783571	Scutigerella género_Scutigerella
n#08501565	heliosfera
r#00501452	distintivamente
a#02037531	perverso
n#03060294	blanca_nieves coca cocaína nieve polvo
a#02891236	mecánico
n#11114423	Jean_Lafitte
v#02073545	deshacerse escapar escaparse sacudirse tirar
n#02317212	Asteroidea calse_Asteroidea
n#07705633	trigo_inflado
n#02164973	Cicindelidae familia_Cicindelidae
n#11420831	espectro
n#02450034	marta
n#03112099	corredor
n#10096126	tontorrona
n#14113798	nefritis
n#80000909	decreto
v#00065370	padecer tener
n#03656011	limonar
n#06920497	lengua_tanoa tanoa
a#02286661	escrito
n#07345593	onda ondulación
v#02527294	promediar
n#01376237	streptomyces
n#05827684	estímulo
n#05045680	sin_interrupción
n#09580354	Freya Freyja Vanadis
n#09796185	gorila
n#03118245	encimera superficie_de_mostrador
v#00313171	desbrozar desherbar
n#09529364	Uma
v#01623967	hacer_a_máquina
v#02649042	colmar llenar ocupar rellenar
a#00097147	difunto
n#01211888	simplificación
n#00048225	cumplimiento llegada logro obtención
n#04659567	espacio
n#10696672	tecnócrata
n#15246683	período_de_frío
n#07289956	episodio
v#00620673	confundir enturbiar hacer_confuso mezclar
v#00817311	admitir reconocer
n#10832085	Stanley_Baldwin
n#11095731	Franz_Kafka
n#03610524	cucha
n#11418460	fortuna suerte
n#04679738	apariencia aspecto estampa expresión
n#12366186	clusia_insignis flor_de_cera hoya_carnosa
n#14026781	autohipnosis
n#11359867	Anthony_Van_Dyke Sir_Anthony_Van_Dyke Van_Dyck Van_Dyke
n#00116008	tirón
n#03032252	cine
v#00822262	declarar_demente
a#00510050	apropiado
n#07118002	nasalización
v#01362736	pintar
n#06698902	licenciado_en_enfermería
n#00510050	jarana
n#02786611	canana
n#07154760	ágrafa_de_jesús
n#02349040	Perognathus género_Perognathus
n#02238743	Lygaeidae familia_Lygaeidae
n#04879658	traición
a#01339492	inconsciente
n#01833805	trochilidae
n#03041632	cuchilla
v#02702830	acomodar adaptar ajustar
n#01145359	limitación
n#05047059	retraso
n#09808686	portador_de_armas
n#13583611	citotoxicidad
v#01965331	saltar_en_esquíes
n#02070776	phocoena_sinus
n#06821581	dólar signo_dólar
n#13998014	servidumbre
n#14508368	taponamiento
a#02604473	adrenal suprarrenal
n#04058096	sala_de_lectura
n#04464852	camión_sobre_raíles
n#12860254	género_ocimum ocimum
n#07877299	arroz_español
n#14429985	antigüedad categoría estatus jerarquía nivel rango standing
n#06787150	destino dirección
n#11063061	Howells William_Dean_Howells
n#01927816	género_Echinococcus
n#02292272	Tineola género_Tineola
v#00536678	empinar hacer_empinado
n#05951566	aprehensión desazón duda recelo
n#05723563	prurito
n#02657805	Pleuronectidae familia_Pleuronectidae
v#00484892	rematar
n#04560502	vehiculo_regador
n#01145688	correa_al_cuello
v#00337903	astillar astillarse
n#10877456	Cabell James_Branch_Cabell
n#13159691	hoja_reniforme
n#14030671	oscitancia
n#12711182	tangelo
n#01582111	Pica género_Pica
n#13668380	unidad_monetaria_argelina
n#06166748	epistemología
n#02604342	Kyphosus género_Kyphosus
n#04308807	barco_de_vapor vapor
n#07321657	moksa
r#00064829	matemáticamente
v#01359432	encordar enfilar engarzar enhebrar ensartar
n#01359203	género_Nostoc
n#10522956	director_de_investigación
v#01008437	condensar
n#04258982	suela
n#11601918	zamia
a#01072382	seco
n#05951820	sacerdotalismo
a#00931555	conveniente
n#13396276	déficit
n#13771034	pedazo trozo
n#14361064	blefaroespasmo
a#03009594	glomerular
n#05610734	vómer
v#02108026	experimentar tener
n#13774115	pizca
a#03019836	folicular folículo
a#02740508	heroico
n#12633638	manzano
n#14618253	alcali base
n#10381214	ordenador
v#02125460	husmear oler olfatear olisquear
n#12109827	avena_sativa
n#08998451	Honiara
a#02113449	insalubre malsano no_saludable poco_saludable
a#02513614	inocente
v#01083044	abandonar dejar desistir rendirse retirarse tirar_la_toalla
v#01201693	curruscar masticar_ruidosamente
n#09887034	calculista computador estimador
n#06942699	armenio lengua_armenia
n#13874251	hemiciclo semicírculo
n#04645473	de_todo_corazón entusiasmo
n#01570267	Seiurus_aurocapillus hornero
v#01469263	superponer
n#06887726	demostración despliegue exposición muestra
r#00221795	ampliamente
a#02979028	auricular ótico
n#10448568	envenenador
n#10469346	presidente
n#01154083	nomenklatura
n#14001031	autodirección autonomía autoresponsabilidad autosuficiencia independencia
n#11872850	armoracia género_armoracia
r#00132797	en_términos_gráficos gráficamente
n#04483925	recortador
a#01691073	poco_ortodoxo
a#00028984	secreto
n#08798062	Haifa Hefa
n#09180118	freno
n#10583790	empleado_de_apuestas
n#02117369	género_Hyaena
a#02640354	arcosaurio
n#00849768	cruce
v#01064799	cancelar emitir expender extender redactar
v#01869196	deslizarse_de_lado pasearse
n#01438461	Cobitidae familia_Cobitidae
n#02506630	Gomphotherium género_Gomphotherium
n#07906877	maíz whiskey_de_maíz whisky_de_maíz
n#11268118	John_Augustus_Roebling
n#14586769	aleación
n#14750316	estradiol
a#01648189	infantil
v#00341285	funcionar pasar
n#02559232	Carapidae familia_Carapidae
v#01732172	ejecutar interpretar
n#10443032	fontanero plomero
n#11355537	Galina_Sergeevna_Ulanova Galina_Ulanova Ulanova
n#13243780	propietario
v#01189113	necesitar requerir
r#00075656	de_improviso
a#01139832	ligero
n#12174124	género_althaea
n#04513048	Universidad_de_Vermont universidad_de_Vermont
v#01315613	buscar explorar registrar
n#03264136	borde
n#09860506	rubio
a#02021905	rico
n#02591493	Pagellus géero_Pagellus
a#00716370	popular
n#10820790	Santo_Tomás Tomás_de_Aquino
n#06274760	llamada_a_tres
n#04540397	regulador_de_voltaje
n#07463323	carrera_de_patatas
n#07951464	acumulación colección conjunto cúmulo hatajo hato
v#01865866	desplazarse_sin_sentido
n#09304164	Hindu_Kush
a#02697452	municipal
n#08646306	oscuridad sombra
a#02422068	derrochador derrochar
a#02715142	dural
n#01546223	Eurylaimi suborden_Eurylaimi
n#14373057	mono
n#05692910	influencia
n#08215801	escolta guardia
n#09985075	cliente
a#01430628	formal
n#06612865	pista
v#01982866	erguir
a#00615457	dudoso poco_convencido poco_convincente
n#01665238	Dermochelyidae familia_Dermochelyidae
n#08982181	Ciudad_Quezon
n#08110373	especie
n#01565238	Phylloscopus género_Phylloscopus
a#00615191	plausible
v#00375417	congelar
n#06367107	ficción
n#04263760	luz
n#07616590	split
a#02594565	benigno
a#02868142	proprioceptivo
n#11789962	nephthytis
n#10086821	mariscal_de_campo
n#15268367	cola final
n#02105505	komondor
n#04565233	arcén cuneta
a#01944088	acertado inteligente razonable sensato
n#06123363	arquitectura
a#00654685	real
v#01339903	desnudar
a#00552168	no_consumado
v#01752884	causar ocasionar producir
n#05136546	manga
n#05948857	misticismo
v#01583142	construir
n#00120515	salto
n#04496614	tul
n#07167041	precio
n#07450549	certamen_de_whist
n#12265266	género_lithocarpus lithocarpus
v#01418667	mezclar revolver
n#03176386	dentadura dentadura_postiza placa placa_dental
n#10686517	compositor_de_sinfonías
v#02537092	teñir
r#00315457	honorablemente
v#00222472	reforzar
n#12511856	caragana
n#10786517	testigo
n#02324045	conejo
n#02023992	charadrius_vociferus
n#01261845	inspiración
n#07835457	salsa_holandesa
n#00356516	consumo
n#08652376	resort_de_esquí
a#00939895	paradójico
a#00823971	oriental
n#10394786	paleontólogo
n#13095348	anillo
a#02055617	inefable
v#00430099	reducir
n#03367147	planta
n#10758121	viticultor
v#00086835	inmunizar
n#04908283	bulla estrépito
n#13541798	proyección
a#01854129	auxiliar
a#02526925	apetecido buscado
v#00793037	convocar
v#00983333	acentuar
n#13909190	sinusoide
v#01706889	armonizar
n#10914447	Crane Stephen_Crane
n#14564934	sarcoidosis
v#02510184	cancelar impedir suspender
n#06573472	programa_de_verificación
n#11326869	Jonathan_Swift
n#11024226	Bill_Haley
n#11161664	Mary_Tudor María_I_de_Inglaterra
v#02443849	operar
v#01421622	insertar
n#02390015	burra
n#02785648	vendaje vendajes
n#08590369	jurisdicción
n#04548362	cartera
n#04835260	egolatría narcisismo
n#08108972	género
n#08116734	Facultad_de_Historia
n#03029812	lagar
n#05563770	brazo
n#13003522	amanita_rubescens
n#02237239	Capsidae Miridae familia_Capsidae familia_Miridae
n#09924742	civil
v#01989053	caer ceder colapsar derrumbarse irse_a_pique romperse
a#02666132	sociobiológico
n#06691684	aclamación aplauso reconocimiento
n#07924033	zumo
n#00279377	ruminación
n#04871720	candor franqueza
n#09246134	clasto
v#02181538	sonar tocar
v#01419729	enturbiar sulfurar
v#01280014	doblar torcer
n#03789946	motor
v#01156834	consumir ingerir tomar
a#02693186	físico-químico
v#01401005	dar_un_golpecito
n#11916467	achillea
n#02507148	digitigrado
n#13941125	alcance
n#14943580	madera
v#01745722	publicar
n#07517550	ofensa resentimiento
v#00757192	pretender
n#08310389	encuentro reunión
n#13039349	gasteromycete
r#00133853	neurobiológico
n#15212455	agosto
v#01641632	perfeccionar
a#01394744	escaso
a#03008785	intimal
r#00010759	solamente
n#08512259	frontera límite
r#00462301	sur-sudoeste
n#11204689	Louise_Nevelson
n#01741744	Boidae familia_Boidae
n#02439398	okapia_johnstoni
a#00750054	suave
a#00136354	adeudado debido
r#00410620	sin_parar
n#07189779	conminación
n#11319570	Lucy_Stone Stone
n#07640653	panqueque_de_alforfón
n#02441326	mamífero_mustélido mustélido
n#03770316	ministerio
a#00928874	viviente vivo
n#05698247	duda incertidumbre
