n#01460813	oviscapte ovopositor
v#00189927	intercalar
a#00299313	gutural
n#01221611	agressió
n#03646296	torn
n#02315487	braquiòpode
n#11825535	froelichia genus_froelichia
n#05296503	múscul_flexor
n#08907377	capital_del_Tíbet Lhasa
a#00241816	quadrúpede
n#04952570	resplendor
n#13371866	argent plata
n#08677801	cim cúspide vèrtex
a#02202146	segon
v#00354195	aixecar
v#02633881	demostrar provar
n#13863771	línia
n#13942875	circumstància
n#03032811	cercle rodona
n#01962662	genus_placuna placuna
n#12234176	chamaedaphne genus_chamaedaphne
n#03253071	ànec
n#08244346	niu
n#08079852	equip_de_basquetbol equip_de_bàsquet
n#02802886	puny
n#12399384	morera
n#08214272	companyia
n#11538123	antocerotòpsids
n#09981278	princesa
a#00289799	complert mantingut
n#12862648	genus_pogostemon pogostemon
n#11448153	tempesta_de_sorra
n#11669335	flor
v#02771756	agostar dessecar ressecar-se
n#08943926	Loira
n#06312966	constituent_gramatical constituent
a#01732131	actual
n#12191965	genus_pseudobombax pseudobombax
v#02034986	arquejar
n#09290121	Gondwana
n#12890009	genus_veronica
a#00130518	AM antemeridià
n#06319293	nom
n#09292348	Gran_Barrera_de_Corall
n#11094611	Carl_Gustav_Jung Carl_Jung Jung
a#02188525	22 vint-i-dos XXII
v#02272090	especular
v#00330565	dispersar-se dispersar escampar
v#01290133	assignar posar
n#14939900	fluid
a#02793273	científic
n#06763681	citació menció remissió
v#02563120	fer_el_màxim_que_es_pot fer_el_millor_que_es_pot
n#07867421	fondue
n#12510197	butea genus_butea
n#14327707	migranya
v#00875806	presentar proposar propugnar
n#07249932	demandes ofertes
n#02699770	retaule
n#08588294	interior
n#04625129	esperit_d'equip moral
n#09822955	auditor
n#07483305	ambivalència
n#13573499	digitalització_de_vídeo
n#09889941	acampador
n#03061505	carlinga
v#00430099	reduir
v#00375021	bullir
n#03030262	anell_de_puro
a#02386612	baix
n#14892655	oli_essencial
a#00300943	ric sonor
n#14817592	complex compost
n#10164025	cacic cap
n#02122725	gat
n#07122639	hosanna
n#05689249	fre impediment nosa
n#15207302	lluna_creixent quart_creixent
v#00431610	coagular cossar densificar-se densificar espesseir-se espesseir espessir-se espessir quallar-se quallar
n#10954819	Willem_Einthoven
a#00762721	desconfiat
n#08945705	capital_del_Gabon Libreville
n#03630262	banc_de_laboratori
n#00351334	virada
a#00276355	fosc tenebrós
n#08184861	companyia visites
n#03495039	arreus
n#01156438	militarització mobilització
n#05131023	hora minut
v#00003826	singlotar
n#05980051	agnosticisme escepticisme incredulitat indiferentisme
v#00358135	arrelar
n#10941992	John_Dowland
v#00431327	coagular cossar densificar-se densificar engreixar engrossir espesseir-se espesseir espessir quallar-se quallar
n#02198996	genus_melophagus melophagus
n#02991711	cel·la
n#07956721	baralla joc_de_cartes
n#10543057	subcampió
n#04982856	calma quietud tranquil·litat
n#07710616	patata
a#02545385	afectat
n#12750577	genus_cyrilla
n#06584376	rutina_de_supervisió
n#06060208	neuroanatomia
n#09774783	defensor partidari
n#03016737	galliner pollera
n#00310666	circuit viatge
n#03762434	mihrab
n#14686585	fuel fuel-oil
n#02437616	llama
n#00562398	bloqueig interferència
n#06374408	monòleg_interior
n#14104522	hipotensió_arterial
a#00130017	postguerra
n#02603174	genus_sphyraena sphyraena
n#09488006	serpent_de_mar
n#10384214	ornitòleg
a#00339742	confiat
n#15074456	tironina
a#00431447	clar
v#01108148	derrotar recuperar-se superar vèncer
a#02930616	angular
v#00053159	embarassar emprenyar prenyar
a#00116744	amargat rancorós ressentit
n#07775050	pistatxer
v#01190494	emborratxar-se emborratxar embriagar inebriar
n#06418693	vocabulari
v#00075021	abatre cansar-se cansar fatigar-se fatigar
n#02252608	aphis genus_aphis
v#02543874	contrarestar neutralitzar
n#15061936	estroncianita
n#06072776	herpetologia
n#09226997	bosó
a#01455732	dèbil feble fluix
n#15213774	desembre
v#02325736	immolar sacrificar
n#03368352	parterre terrassa
n#01225397	atrocitat escàndol_públic ultratge_ ultratge
v#00227805	ablamar atiar avivar
v#01604012	llançar_per_damunt
v#00065070	doldre fer_mal sofrir
n#04188985	àncora_d'emergència àncora_de_salvació
n#14991004	llac
n#01177703	manifestació
n#12848499	hisop
a#01589650	desdenyable despreciable innoble menyspreable miserable vil
n#07143044	col·loqui
n#10018021	contestatari dissident objector
n#05053527	perpetuïtat
n#06490887	enumeració
n#02476219	australopitec
n#05861067	quantitat suma total
n#13796053	inaplicabilitat
n#07372959	dificultat maldecap tribulació
n#02313709	briozous
a#01743217	abatut afligit disgustat dolgut penedit
n#11392082	Alexander_Wilson
n#09395899	plutó
n#09123809	West_Point
n#01855672	oca
n#00442981	immersió
v#00064643	danyar fer_malbé fer_mal
a#00104318	agressiu ambiciós emprenedor insistent
n#10318193	molinera
v#00618682	tipificar
a#01493897	immadur immatur verd
n#10881784	Al_Capone
n#07738353	pell pellofa
n#07117007	consonant_labial labial
n#02226183	ortòpter
n#13665256	centau
n#04295571	prestatgeria_de_llibres
v#00232843	sobrecréixer
n#09974278	pirata
n#04894964	balafiament dilapidació malbaratament
n#02903964	via_ampla
n#03828465	antiinflamatori_no_esteroïdal
a#00378892	ataronjat taronja
n#12019190	genus_stenotus stenotus
v#00826333	deplorar
n#14964590	nucleòtid
v#00058135	parir
v#01216004	aferrar agafar
n#07646067	gallina
n#02069271	delphinus genus_delphinus
n#08721145	Antofagasta
n#05069199	caiguda inclinació pendent
n#03766218	mil·liamperímetre
n#13608598	unitat_de_temperatura
n#02679961	màquina_d'imprimir_adreces
n#03683341	pany
n#07115493	alveolar consonant_alveolar
v#00062582	esterilitzar
n#04622415	solitud
n#10071557	existencialista
a#00071142	impressionat
n#00421210	pogrom
n#06098088	física_solar
n#05433709	citosol
v#00166593	infal.lible segur
a#01944088	encertat intel·ligent raonable sensat
n#80000897	delimitador
n#07575076	dinada dinar
n#11261184	Ralph_Richardson
n#04988258	ressonància_(mecànica)
n#12233094	genus_bryanthus
n#11429458	pressió_atmosfèrica
v#00475819	purificar santificar
n#08361817	ginecocràcia
n#06883073	insígnia
n#10701644	tenista_professional
n#10752480	innocent
n#02311060	larva
n#01231548	cita
n#09592147	Colonel_Blimp
n#10162991	cap responsable
n#06515489	document_històric
n#08377085	curs línia trajectòria
n#14880690	tectita
n#10281276	garsa
n#04231272	faldilla
v#00192659	animar donar_empenta espavilar estimular
n#04934546	consistència
n#10126424	genetista
n#00398585	septació
n#04476259	safata
n#11141709	Joe_Louis
n#09345002	cel_aborrallonat
n#08004089	companyia_de_transports
n#07622708	pastes rebosteria
n#11059772	Gerard_Manley_Hopkins
n#11873396	barbarea genus_barbarea
n#06066267	agrologia
v#00050652	portar posar-se vestir-se vestir
n#02345213	genus_myopus myopus
n#03388183	ploma_estilogràfica
n#15251757	tricentenari
n#14477877	fracàs malguany
v#01062555	despatxar enviar expedir remetre trametre
n#11302062	Frank_Sinatra
n#01088857	assistència_mèdica
n#13300922	multa pena penyora pèrdua
a#00265765	miserable vil
v#00846509	calumniar denigrar difamar indultar
n#00325631	escalada
n#00308871	trajecte
n#09575316	vestal
n#13089631	espina
n#02242669	genus_nepa nepa
n#06685754	seguretat
n#02604342	genus_kyphosus kyphosus
v#01624897	copejar pegar
n#10888644	William_Caxton
n#03595264	armilla
n#00738872	infantilisme
n#11682659	gemma
n#12171750	abelmoschus genus_abelmoschus
n#06011446	dimensió
n#00251013	netejada netejament neteja rentada rentat
n#10182499	amo_de_la_casa
n#06902611	Cobol
n#05809745	tradició
n#01787191	merostoma
v#01815185	alleugerir alleujar calmar dissipar laxar tranquil·litzar
n#00933420	art creació_artística producció_artística
n#05127640	latitud
a#00340626	condemnat destinat predestinat predeterminat
n#13686526	unitat_monetària_britànica
v#00153061	desaparèixer volar
n#02145767	genus_vespertilio vespertilio
n#06447897	Apocalipsi Revelació
a#00492477	lipòfil
n#08053003	govern_militar estratocràcia
n#10694258	instructor monitor professor
n#13572436	evaporació vaporització
v#01692443	retolar
n#09182524	monomania
n#15165289	matí
v#02297142	oferir-se oferir
n#02636854	gerreid
n#10407105	patrici
n#04080454	ressonador
n#11214926	Michael_Ondaatje
n#07584110	consomé
n#12851673	genus_lepechinia genus_sphacele lepechinia sphacele
v#01521124	cordar-se enredar nuar
n#07751451	pruna
n#02924116	autobús autocar òmnibus
n#03997875	pretori
n#06716483	somriure_de_menyspreu
n#01891633	mussaranya
n#08968879	Mongòlia República_de_Mongòlia
n#11836137	genus_nyctaginia nyctaginia
n#12023726	tanarida
n#10249459	oficial_de_la_llei
n#01132148	amor cura esment
n#02927399	burilla punta
n#14902627	resina_fenòlica
n#00501080	billar_americà
n#11015872	Lady_Jane_Grey
n#12579242	genus_viminaria viminaria
n#14330588	neuràlgia_trigèmina
n#07752782	pansa_d'Esmirna
n#12069488	genus_himantoglossum himantoglossum
n#02615157	genus_pholis pholis
n#15147097	infantesa
n#08940209	Alsàcia
n#09182650	necrofília
n#06568134	sistema_operatiu
a#00567860	aïllat apartat
n#06669864	equació
n#09836160	destre matador torejador torero
n#13371760	or
n#03496749	Universitat_de_Harvard
n#11496881	pressió_osmòtica
v#00018813	despertar-se despertar
n#07043675	fuga
n#04220717	mina_de_plata
n#07363067	levitació
n#04059298	memòria_real memòria_física
n#14766364	anticongelant líquid_anticongelant
n#05224966	zona_erògena
n#13943236	vagabunderia vagància
n#14721342	licopè
a#01865967	fecund fèrtil prolífer prolífic
n#12936713	cuminum genus_cuminum
a#02558528	abundant bo nutritiu sòlid substanciós
v#00864475	denigrar minimitzar
n#01887474	bestiar
n#10314422	pes_mitjà
a#00136884	abonable pagable pagador
n#14949886	resina_de_melamina
n#04654066	franquesa
n#08325124	comisió_electoral
n#10999202	Humphrey_Gilbert
n#14756369	bilirubina
n#06274092	conferència trucada_interurbana
n#00888796	adoctrinament
n#07614500	gelat
n#02517938	silúrid
v#00069570	llagrimejar salivar
n#01986806	carideu
v#00308105	obrir-se
n#02492833	genus_pithecia pithecia
n#11075823	Andrew_Jackson
n#11733769	genus_helleborus helleborus
n#03773268	escena escenografia
n#07782804	buccí
n#14432744	ducat
n#14983326	àcid_pícric
v#02645839	comptar importar
n#02765429	azidotimidina zidovudina
n#12096223	genus_samolus samolus
n#09451517	superfície superfície_terrestre
n#07395777	crit_agut garranyic xiscle
n#00282485	empenta pitjada
v#02560585	fer
v#00997432	referendar
n#12808933	polemoniàcies
n#03121298	palau_de_justícia
n#00494768	poker
n#01880473	potorous
n#11454591	diluvi inundació
n#04107598	compartiment_individual
n#02988304	reproductor_de_CD
n#12343480	fucsia
n#04806655	distinció
n#07582027	còctel_de_cranc
n#03219859	dòlman
n#02692513	bomba_de_buit
n#01427241	microsporidis
n#06580103	programa_d'ordenació
n#03255322	muntaplats
n#14438693	caràcter
n#07025151	politonalisme
n#09114696	Nou_Mèxico
n#06072912	ictiologia
n#06495948	candidatura llista_de_candidats
n#07207273	denegació desestimació rebuig
n#09423112	San_Juan_Hill
n#03129636	pessebre
v#02115430	atabalar atordir enlluernar
n#14717634	bronze_de_canó
n#14625458	element_metàl·lic metall
n#10579676	romàntic sentimental
n#15032376	metzina verí
n#00342028	rotació
n#10827873	Clement_Attlee
n#07637045	galeta_d'anís
n#13196942	diacalpa genus_diacalpa
v#01296462	fermar subjectar adjuntar
a#00256636	enquadernat
v#00640828	sumar
n#09184975	incitació provocació
n#03473704	merceria
n#05697976	confiança fe
n#06180890	llei_de_Grimm
n#00355919	minimització
n#13466586	eliminació expulsió
n#13646223	rutherford
n#05630409	foc_de_l'infern
n#00141669	check-in
n#07928696	coca_cola Coca_Cola
n#01531178	cadernera
n#15243976	eternitat infinitat infinit
n#00068170	bolcada sobresalt
n#06771526	pacte_de_cavallers
n#13617308	braça_(mesura)
n#05387544	pulmó
n#00844254	relacions_sexuals sexe
n#01620282	coragyps genus_coragyps
n#05016936	tebior
v#01223182	cargolar enroscar
n#07616046	gelat_de_iogurt
n#06551784	sentència
v#00729378	preguntar-se
n#00829378	cura custòdia tutela
a#00907243	despectiu pejoratiu
v#00269889	immobilitzar
n#04761517	immateriabilitat
a#00233263	bicameral
n#05831784	espina irritació
a#00673456	artesanal
a#01242282	beneficiós
n#14631134	berkeli número_atòmic_97
a#01531957	intermig mig mitjà intermedi
a#00007516	esponjós
v#01056554	cloquejar escatainar
n#00360242	esquilada tosa
n#00262743	ornamentació
n#00029378	esdeveniment
a#00132385	ventral
n#06515297	historial_mèdic
n#08975435	capital_d'Oman Muscat
n#10318892	mim pantomim
n#02811059	gàbia
n#10045454	pedagog
n#13998966	gàbia
n#02575168	echeneis genus_echeneis
n#04159058	segell
n#09603353	Huckleberry_Finn
n#13333237	fons_invertits inversió
n#13639274	mil·lihenry
n#11372242	Fats_Waller
v#00136567	anoditzar
n#02193955	cuterebra genus_cuterebra
n#11435028	càrrega_elèctrica
n#06324355	complement_circumstancial
n#10671042	reserva suplent
n#14957057	àcid_muriàtic
n#02623170	escòmbrids
a#01861910	obert públic
n#10106995	germanastra
n#00252020	fregada
v#01346804	descloure desenganxar destapar-se obrir
n#12397210	herba maria marihuana
n#01483980	genus_isurus isurus
n#11147185	Edward_MacDowell
n#07184965	raons
n#01258161	bot
n#04661926	imprudència inconsideració temeritat
n#00053609	desaparició
n#05309591	paladar_dur
n#03640850	lanolina
v#01346003	obrir
a#02186833	6 sis VI
a#00941940	inherent
n#07087102	temps_no_accentuat
n#04398834	filtre_de_te
n#06153846	arts humanitats lletres
n#02332156	ratolí_domèstic
a#00476249	ampli espaiós gran
n#13872592	con
v#00611481	commemorar rememorar
v#02387034	preparar
a#00452020	inseparable
n#00383281	retorn
n#07320302	naixement
a#01509367	moderat
n#00898425	pràctica_de_tir
n#11288216	Publi_Corneli_Escipió_Africà_Major Publi_Corneli_Escipió
n#00489475	tallada tall
v#00337700	clivellar-se
n#02301072	satúrnids
n#03228016	instrument_de_doble_llengüeta
n#00058608	escapada fuga fugida
n#03036469	roba_de_civil roba_de_paisà
n#11552686	bàlsam
n#09956035	contacte
n#01666102	chelydra genus_chelydra
n#12812665	genus_graptophyllum graptophyllum
n#09698108	xinès
n#05267345	teixit
n#03924069	disc
n#04802079	academicisme escolasticisme
n#06553846	manament_d'execució
n#01843383	tucà
n#09802951	arabista
n#08417801	comboi
v#02221794	secularitzar
n#00940842	conceptualització
n#14987025	cotxinilla
v#00684838	incloure
v#01640207	crear
v#00848420	afrontar insultar ultratjar
v#00657550	graduar
n#13530408	oxidació
n#03180732	destructor_escorta
v#02708923	passar_la_lluna_de_mel
n#09283405	ala contrafort estrep
n#11504225	resistència_òhmica
v#01539063	absorbir
n#07295507	conseqüència continuació seqüela
n#03140900	creuer
n#11219121	Robert_Owen
v#00957679	reiterar repetir ressonar
n#13641534	candela cd
n#15246853	instant minut segon
n#01248418	readmissió
n#10032987	somniador
v#01759326	despertar estimular incitar moure
n#00415442	esclavitud
n#10258896	toca_tardà
n#09545976	fantasma
n#01568493	dendroica genus_dendroica
n#08466412	dadaisme
n#04703104	legibilitat
n#14183065	llaga nafra úlcera
v#00544549	elevar
n#01600657	ocell_gat
a#00952653	exterior
n#10039271	curt_de_gambals ruc soc talòs
a#00247247	immaculat
a#01646794	venerable
n#04912052	informalitat
v#01200440	drogar-se drogar
n#10984418	Northrop_Frye
n#09760609	persona_de_companyia
n#11519121	tro
n#08600274	mínim
a#01568684	global mundial universal
n#03141702	picador triturador
n#08441039	estat_policial
n#14241968	limfoma
n#05619743	brillantor geni talent
n#13179056	mirmecòfit
n#02749790	acoblament encaix
v#00293977	abillar-se arreglar-se arreglar empolainar-se
n#12739072	genus_viscum viscum
n#04122825	bossa
n#11003724	Joseph_Goebbels
n#13035521	genus_helvella
n#14890945	oli_lubrificant
n#06835206	lambda
n#09714264	indonesi
n#04695805	taca_de_fang taca_de_llot
n#05163807	preu
n#02807616	barnús
a#01198019	incapaç ineficaç inepte inútil va
n#00192613	estalvi
n#09861946	barquer
n#10955483	Sergei_Eisenstein
n#10886558	Ernst_Cassirer
n#04898437	correcció procedència propietat serietat
v#00331082	capolar moldre molinar picolar triturar
n#07727048	fesol_del_confit mongeta_vermella
n#06783442	aproximació
n#12974826	rizoide
n#13150592	esquizocarp
n#06358900	pàgina_web
a#02927303	americà
n#00168237	maniobra
n#10496626	pigmeu
a#02457167	alterat angoixat desassossegat inquiet intranquil preocupat
n#07657068	cuixa
n#10949586	Edmund_Ironside
n#06825120	tipus
n#00270800	entrenament preparació_física
n#02590237	espàrids
n#08563627	sud-oest
n#05219561	cos_adult
n#03269401	aparell_elèctric
n#11121451	Stephen_Leacock
n#11779300	arum
n#12107489	alopecurus genus_alopecurus
a#01508719	suau
v#02409412	col·locar ocupar contractar
a#01996377	responsable
n#03292210	xarretera
n#02434954	muntjac
n#12924036	malcoratge melcoratge mercurial
a#01626874	desagradable desagradós molest
n#14979961	peridot
n#05448400	fibroblast
n#05414931	prostaglandina
v#01693324	gargotejar
n#02710766	anestèsic
n#13950440	superioritat transcendència
a#00486290	corrent
n#09646608	algonquí
n#06677302	impressió
n#10371741	oficial
n#15134913	valor
n#10411867	pederasta
n#10968835	Ferdinand_I
n#03110332	pedra_angular
n#10388440	amo senyor
v#01195299	tastar
v#00416135	emigrar
n#11182825	Reginald_Joseph_Mitchell
n#05500992	protuberància_anular
n#15230363	completes
v#01103836	derrocar rompre trencar
n#04150273	gavarra
v#01760143	buscar-se buscar
n#06782680	conjetura especulació suposició
n#02403454	vaca
n#02279972	monarca
n#05512139	bufeta veixiga
v#01424106	bastonejar
n#00026192	sentiment
n#07185325	instància petició sol·licitud
n#09882716	empresari home_d'empresa home_de_negocis
n#08809492	Molise
n#00894552	exercici pràctica
n#14561618	deterioració malbaratament
n#06176322	sintaxi
n#09483738	criatura_imaginària ésser_imaginari
n#02365848	dasyprocta genus_dasyprocta
v#01319473	remenar
n#03239726	trepant
